epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,78.7683,1.48018,0.82235,0.67743,0.88796,0.73166,0.84246,0.3933,1.72485,0.72156,0.76055,0.0009704,0.0009704,0.0009704
28,81.5195,1.89347,0.82587,0.69148,0.9535,0.63098,0.90186,0.39771,1.77974,0.69455,0.7657,0.0009308,0.0009308,0.0009308
29,84.4149,1.70243,0.59642,0.78917,0.95431,0.64269,0.91167,0.39979,1.9262,0.77789,0.77167,0.0008912,0.0008912,0.0008912
30,87.3889,2.02694,0.73804,0.78345,0.90237,0.56878,0.84743,0.33947,2.25809,0.99505,0.78361,0.0008516,0.0008516,0.0008516
31,90.2491,1.99745,0.66499,0.80773,0.91516,0.70769,0.84775,0.32551,2.36262,1.03827,0.78506,0.000812,0.000812,0.000812
32,93.1954,2.10279,0.71238,0.81933,0.77834,0.86437,0.87559,0.3869,2.09928,0.85836,0.77017,0.0007724,0.0007724,0.0007724
33,95.9214,1.98938,0.68157,0.80779,0.52632,0.92308,0.85422,0.39293,2.02389,0.72936,0.76548,0.0007328,0.0007328,0.0007328
34,98.6817,1.91922,0.75397,0.81551,0.92725,0.58835,0.88605,0.39564,1.83387,0.64925,0.76126,0.0006932,0.0006932,0.0006932
35,101.611,1.77755,0.67572,0.8089,0.91775,0.73846,0.88904,0.40313,1.88856,0.77427,0.76146,0.0006536,0.0006536,0.0006536
36,104.719,1.6464,0.67766,0.76893,0.91913,0.87431,0.90515,0.40961,1.83208,1.079,0.7617,0.000614,0.000614,0.000614
37,107.632,1.80464,0.65326,0.81656,0.9183,0.86464,0.90499,0.43952,1.66001,0.98107,0.75763,0.0005744,0.0005744,0.0005744
38,110.597,1.90498,0.67153,0.79188,0.94699,0.82463,0.90806,0.4701,1.51419,0.79177,0.75506,0.0005348,0.0005348,0.0005348
39,114.18,1.82062,0.701,0.80469,0.94106,0.737,0.89311,0.45737,1.47676,0.82783,0.75423,0.0004952,0.0004952,0.0004952
40,116.911,1.99757,0.74083,0.83778,0.9577,0.69669,0.89357,0.46659,1.47013,0.84141,0.7546,0.0004556,0.0004556,0.0004556
41,119.692,1.72982,0.69045,0.77444,0.92602,0.57784,0.88546,0.47462,1.48107,0.7563,0.75452,0.000416,0.000416,0.000416
42,122.523,1.65765,0.62467,0.72458,0.7844,0.84615,0.89036,0.46686,1.51679,0.70971,0.75363,0.0003764,0.0003764,0.0003764
43,125.386,1.65043,0.61024,0.78324,0.52632,0.92308,0.88909,0.45712,1.5113,0.69683,0.75314,0.0003368,0.0003368,0.0003368
44,128.258,1.90782,0.68824,0.77971,0.88397,0.86154,0.89191,0.47927,1.51804,0.67438,0.75309,0.0002972,0.0002972,0.0002972
45,131.184,1.65565,0.67561,0.72425,0.90056,0.8,0.9038,0.48308,1.54749,0.70536,0.75387,0.0002576,0.0002576,0.0002576
46,134.078,1.64197,0.57153,0.75204,0.97763,0.67253,0.932,0.48631,1.55161,0.76936,0.75399,0.000218,0.000218,0.000218
47,137.109,1.27383,0.60149,0.65288,0.97828,0.69301,0.93028,0.49051,1.52474,0.77865,0.75401,0.0001784,0.0001784,0.0001784
48,140.39,1.46769,0.60878,0.7741,0.97912,0.72152,0.94032,0.46634,1.54561,0.77268,0.75508,0.0001388,0.0001388,0.0001388
49,145.633,1.37406,0.57539,0.6231,0.97943,0.73265,0.93956,0.45623,1.54868,0.77004,0.75555,9.92e-05,9.92e-05,9.92e-05
50,150.195,1.71273,0.59067,0.81785,0.9792,0.72423,0.93993,0.45658,1.54304,0.7573,0.7556,5.96e-05,5.96e-05,5.96e-05
